Year,Month,Day,Hour,Minute,Area,R,Sp,G,Longitude,Latitude,L0,B0,P,q,Rot,Atl,Azm,x_sp,x_rot,y_sp,y_rot,z_sp,z_rot
1612,5,3,13,18,105,38.9,2,2,39.63,18.54,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,57.98,-415.43,505.94,294.54,631.18,631.18
1612,5,3,13,18,144,43.26,3,2,34.53,18.82,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,32.78,-470.44,554.87,296.03,590.57,590.57
1612,5,3,13,18,193,36.58,4,3,102.2,-26.05,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-104.9,362.92,-471.82,-319.23,651.23,651.23
1612,5,3,13,18,163,27.55,5,4,87.57,-26.66,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-191.42,190.46,-322.58,-323.15,719.04,719.04
1612,5,3,13,18,151,26.86,6,4,82.64,-28.29,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-239.37,127.77,-277.4,-343.4,723.51,723.51
1612,5,3,13,18,223,4.05,7,5,72.29,-7.34,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-50.45,-0.54,-27.12,-57.27,808.98,808.98
1612,5,3,13,18,94,7.69,8,5,67.68,-9.44,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-107.48,-64.81,14.87,-87.02,803.71,803.71
1612,5,3,13,18,130,34.94,9,6,50.49,-31.56,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-462.89,-257.08,38.9,-386.9,664.79,664.79
1612,5,3,13,18,58,36.87,10,6,46.22,-30.72,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-478.8,-306.85,86.94,-377.69,648.78,648.78
1612,5,3,13,18,263,54.24,11,7,18.05,-1.76,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-315.01,-658.09,577.8,2.31,473.96,473.96
1612,5,3,13,18,260,56.77,12,7,15.56,-1.04,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-317.3,-678.27,599.57,10.79,444.47,444.47
1612,5,3,13,18,314,56.27,13,7,15.95,-3.4,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-344.33,-674.13,579.99,-22.33,450.3,450.3
1612,5,3,13,18,412,63.83,14,8,8.35,-4.48,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-387.61,-726.57,616.04,-42.88,357.73,357.73
1612,5,3,13,18,373,66.2,15,8,5.91,-7.58,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-432.3,-736.77,603.11,-88.28,327.26,327.26
1612,5,3,13,18,684,71.03,16,9,1.44,-21.59,72.33,-3.29,-24.02,37.19,-61.2,51.38,233.63,-591.88,-712.57,487.76,-283.69,263.6,263.6
1612,5,4,NaN,NaN,2999,33.71,1,1,85.59,16.11,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,345.33,365.44,-288.62,262.71,674.66,674.66
1612,5,4,NaN,NaN,56,31.61,2,2,37.11,21.25,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,256.31,-264.77,339.17,332.61,690.64,690.64
1612,5,4,NaN,NaN,74,34.06,3,2,33.98,21.84,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,253.65,-301.82,376.73,339.37,671.9,671.9
1612,5,4,NaN,NaN,163,43.96,4,3,99.03,-20.75,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-122.63,501.66,-549.42,-255.41,583.8,583.8
1612,5,4,NaN,NaN,175,35.57,5,4,85.34,-26.88,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-236.63,336.46,-408.13,-330.7,659.66,659.66
1612,5,4,NaN,NaN,66,36.02,6,4,83.18,-29.84,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-280.84,303.48,-385.43,-367.87,655.97,655.97
1612,5,4,NaN,NaN,123,16.17,7,5,73.57,-6.13,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,12.83,221.56,-225.46,-43.64,778.93,778.93
1612,5,4,NaN,NaN,78,12.85,8,5,70.28,-5.57,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,10.05,176.96,-180.12,-35.06,790.68,790.68
1612,5,4,NaN,NaN,111,25.67,9,6,50.11,-27.82,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-351.28,-93.71,6.56,-338.62,730.94,730.94
1612,5,4,NaN,NaN,102,28.88,10,6,46.4,-30.02,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-389.53,-136.65,41.07,-367.08,710.14,710.14
1612,5,4,NaN,NaN,218,37.32,11,7,20.29,-1.72,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-111.21,-491.52,478.91,11.38,644.98,644.98
1612,5,4,NaN,NaN,126,39.68,12,7,17.89,-2.6,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-131.04,-517.84,500.99,-2.33,624.15,624.15
1612,5,4,NaN,NaN,176,38.01,13,7,19.54,-3.76,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-141.36,-499.06,478.96,-17.81,639.01,639.01
1612,5,4,NaN,NaN,135,47.08,14,8,10.44,-3.87,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-171.01,-593.45,568.79,-24.18,552.23,552.23
1612,5,4,NaN,NaN,47,46.55,15,8,11.03,-7.18,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-213.73,-584.5,548.58,-70.59,557.76,557.76
1612,5,4,NaN,NaN,398,56.64,16,9,2.01,-19.57,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-396.41,-630.58,549.26,-247.36,445.98,445.98
1612,5,4,NaN,NaN,299,75.36,17,10,342.18,-22.93,NaN,NaN,NaN,NaN,-75.6,NaN,NaN,-475.28,-722.92,624.34,-305.08,205.02,205.02
1612,5,5,NaN,NaN,3232,42.14,1,1,83.42,13.61,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,312.32,496.27,-445.64,223.29,601.32,601.32
1612,5,5,NaN,NaN,52,22.94,2,2,38.79,19.2,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,287.63,-74.74,130.96,307.08,746.89,746.89
1612,5,5,NaN,NaN,31,24.91,3,2,33.86,19.59,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,279.98,-139.72,195.65,311.68,735.56,735.56
1612,5,5,NaN,NaN,53,27.25,18,2,32.38,21.52,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,301.12,-157.03,217.3,336.5,720.99,720.99
1612,5,5,NaN,NaN,151,46.54,5,4,83.73,-31.29,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-302.68,439.29,-504.95,-391.93,557.79,557.79
1612,5,5,NaN,NaN,107,27.54,7,5,71.52,-8.63,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-13.39,365.6,-374.75,-83.38,719.1,719.1
1612,5,5,NaN,NaN,101,22.32,8,5,66.27,-7.97,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-15.06,299.3,-307.58,-72.43,750.26,750.26
1612,5,5,NaN,NaN,211,25.9,10,6,44.95,-28.95,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-346.58,6.91,-73.14,-354.14,729.56,729.56
1612,5,5,NaN,NaN,220,27.61,11,7,16.81,-5.46,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-108.19,-373.84,359.95,-38.83,718.65,718.65
1612,5,5,NaN,NaN,217,30.45,12,7,13.94,-5.25,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-112.99,-409.3,395.12,-36.95,699.16,699.16
1612,5,5,NaN,NaN,221,29.46,13,7,15.17,-7.76,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-144.11,-392.33,371.92,-71.87,706.14,706.14
1612,5,5,NaN,NaN,47,36.29,14,8,8.07,-5.39,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-130.27,-478.23,462,-41.39,653.68,653.68
1612,5,5,NaN,NaN,36,38.48,15,8,5.93,-6.65,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-152.87,-501.08,480.96,-60.04,634.85,634.85
1612,5,5,NaN,NaN,182,52.8,16,9,353.4,-21.37,NaN,NaN,NaN,NaN,-79.2,NaN,NaN,-374.98,-586.91,525.96,-269.78,490.38,490.38
1612,5,6,13,27,2943,50.58,1,1,80.27,15.2,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,477.71,578.83,-405.29,239.63,515.03,515.03
1612,5,6,13,27,72,23.15,2,2,37.65,19.64,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,308,67.56,82.34,311.58,745.7,745.7
1612,5,6,13,27,64,24.21,3,2,32.34,21.25,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,294.36,-3.07,154.73,332.53,739.68,739.68
1612,5,6,13,27,64,26.69,18,2,30.89,23.67,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,313.33,-21.92,185.67,363.55,724.62,724.62
1612,5,6,13,27,170,32.64,7,5,65.27,-3.47,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,187.64,437.26,-395.2,-13.76,682.89,682.89
1612,5,6,13,27,216,29.4,10,6,45.03,-29.89,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-258.1,151.66,-303.16,-368.13,706.54,706.54
1612,5,6,13,27,233,19.04,11,7,13.53,-2.14,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-112.55,-264.44,239.48,9.36,766.62,766.62
1612,5,6,13,27,146,21.48,12,7,11.06,-3.4,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-143.76,-296.86,259.88,-9.07,754.66,754.66
1612,5,6,13,27,198,19.32,13,7,13.3,-4.76,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-146.68,-266.85,224.65,-27.78,765.34,765.34
1612,5,6,13,27,73,28.64,14,8,3.95,-1.56,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-164.48,-388.4,352.16,14.68,711.8,711.8
1612,5,6,13,27,464,29.16,15,8,3.38,-3.67,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-194.17,-394.81,344.11,-15.41,708.24,708.24
1612,5,6,13,27,180,41.7,16,9,353.03,-18.52,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-425.39,-489.62,331.87,-226.65,605.5,605.5
1612,5,6,13,27,30,44.22,19,9,349.89,-17.16,32.58,-2.96,-23.37,39.36,-62.8,50.67,237.25,-426.55,-525.34,371.44,-209.59,581.21,581.21
1612,5,7,12,51,3812,63.19,1,1,80.92,15.11,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,574.37,686.38,-440.51,229.85,365.75,365.75
1612,5,7,12,51,100,27.35,2,2,38.49,17.23,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,368.89,249.79,-52.49,276.47,720.34,720.34
1612,5,7,12,51,154,24.14,18,2,30.57,18.78,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,328.43,145.05,46.56,298.32,740.06,740.06
1612,5,7,12,51,95,51.75,7,5,71.43,-8.23,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,276.82,630.35,-573.62,-91.27,502.05,502.05
1612,5,7,12,51,169,48.09,22,5,67.78,-7.24,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,272.44,598.81,-538.53,-75.28,541.74,541.74
1612,5,7,12,51,183,46.26,23,5,65.83,-8.84,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,242.93,577.93,-533.25,-96.8,560.67,560.67
1612,5,7,12,51,246,37.32,10,6,45.11,-31.48,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,-158.79,296.95,-465.3,-391.84,644.98,644.98
1612,5,7,12,51,798,6.6,20,7,14.24,-6.61,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,-86.94,-76.46,33.59,-53.29,805.63,805.63
1612,5,7,12,51,116,11.85,14,8,8.21,-5.98,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,-127,-160.37,107.78,-45.02,793.71,793.71
1612,5,7,12,51,474,15.34,15,8,4.82,-6.86,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,-163.63,-206.51,138.73,-58.08,782.11,782.11
1612,5,7,12,51,212,32.73,16,9,352.39,-22.08,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,-417.56,-344.6,134.02,-271.23,682.2,682.2
1612,5,7,12,51,170,34.82,21,11,38.28,26.98,19.68,-2.85,-23.14,32.82,-56,55.97,225.88,461.84,230.48,33.5,401.62,665.81,665.81
1612,5,8,NaN,NaN,2668,74.96,1,1,78.48,14.03,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,279.63,755.39,-731.59,206.9,210.48,210.48
1612,5,8,NaN,NaN,116,44.15,2,2,43.48,19.65,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,345.98,478.14,-446.51,300.75,581.93,581.93
1612,5,8,NaN,NaN,141,39.64,18,2,36.2,22.31,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,374.54,391.84,-357,337.92,624.49,624.49
1612,5,8,NaN,NaN,364,12.46,11,7,17.19,-3,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,12.27,174.94,-174.58,-4.82,791.89,791.89
1612,5,8,NaN,NaN,179,10.13,12,7,14.69,-4.6,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,-13.28,140,-141.98,-27.07,798.37,798.37
1612,5,8,NaN,NaN,271,13.14,13,7,17.35,-6.52,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,-37.13,176.14,-180.63,-54.57,789.76,789.76
1612,5,8,NaN,NaN,236,3.48,14,8,5.92,-5.99,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,-44.36,16.86,-21.29,-46.23,809.51,809.51
1612,5,8,NaN,NaN,294,20.49,16,9,353.95,-20.31,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,-258.4,-142.11,117.46,-245.7,759.71,759.71
1612,5,8,NaN,NaN,151,31.21,24,12,344.04,-26.85,NaN,NaN,NaN,NaN,-84.4,NaN,NaN,-356.98,-255.51,221.74,-333.64,693.63,693.63
1612,5,9,NaN,NaN,803,28.27,20,7,19.76,-4.27,NaN,NaN,NaN,NaN,-76.2,NaN,NaN,64.33,383.05,-378.63,-27.84,714.3,714.3
1612,5,9,NaN,NaN,306,19.55,14,8,10.84,-5.84,NaN,NaN,NaN,NaN,-76.2,NaN,NaN,17.44,267.21,-270.86,-47.67,764.23,764.23
1612,5,9,NaN,NaN,441,18.74,16,9,0.15,-19.33,NaN,NaN,NaN,NaN,-76.2,NaN,NaN,-199.47,115.17,-167.59,-233.69,768.01,768.01
1612,5,9,NaN,NaN,475,59.43,25,13,294.7,-26.9,NaN,NaN,NaN,NaN,-76.2,NaN,NaN,-482.79,-605.1,504.51,-348.51,412.44,412.44
1612,5,10,14,16,205,34.77,26,7,14.03,-3.09,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,158.19,462.32,-434.66,-14.54,666.16,666.16
1612,5,10,14,16,244,34.69,27,7,13.89,-5.13,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,130.42,459.52,-442.75,-43.33,666.85,666.85
1612,5,10,14,16,154,25.3,28,8,4.473,-4.89,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,93.48,344.65,-333.8,-37.17,733.18,733.18
1612,5,10,14,16,148,24.9,29,8,3.87,-6.58,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,68.35,336.05,-334.6,-60.8,735.59,735.59
1612,5,10,14,16,534,24.63,16,9,354.62,-22.07,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,-179.1,199.55,-286.56,-272.71,737.24,737.24
1612,5,10,14,16,293,55.98,25,13,286.78,-27.68,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,-543.15,-569.35,395.95,-357.26,453.79,453.79
1612,5,10,14,16,52,28.69,30,14,316.48,-20.72,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,-346.71,-293.26,177.18,-256.11,711.42,711.42
1612,5,10,14,16,34,30.9,31,14,314.21,-21.56,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,-367.17,-318.94,196.65,-267.88,695.87,695.87
1612,5,10,14,16,56,43.33,32,15,300.32,17.68,339.22,-2.51,-22.39,45.83,-68.2,43.46,251.05,72.62,-485.3,551.73,272.32,589.95,589.95
1612,5,11,12,56,431,46.14,26,7,13.93,0.12,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,344.91,595.08,-485.56,24.81,550.44,550.44
1612,5,11,12,56,409,33.8,27,7,12.92,-2.52,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,308.25,584.67,-496.96,-12.15,561.9,561.9
1612,5,11,12,56,131,33.8,28,8,0.56,-3.26,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,230.48,450.79,-387.83,-17.93,673.94,673.94
1612,5,11,12,56,422,30.8,16,9,354.04,-17.56,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,12.27,354.78,-415.06,-215.77,696.63,696.63
1612,5,11,12,56,32,32.51,33,9,353.94,-21.25,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,-34.47,345.62,-434.49,-265.54,683.92,683.92
1612,5,11,12,56,303,47.26,25,13,286.16,-22,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,-500.89,-489.02,257.81,-279.67,583.41,583.41
1612,5,11,12,56,578,18.07,30,14,317.05,-17.77,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,-251.47,-129.88,-8.44,-215.49,770.98,770.98
1612,5,11,12,56,21,20.42,34,14,312.94,-17.69,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,-280.49,-184.19,37.47,-214.83,760.03,760.03
1612,5,11,12,56,101,26.99,35,14,307.2,-21.58,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,-362.27,-252.14,65.38,-268.22,722.64,722.64
1612,5,11,12,56,85,34.7,32,15,299.82,20.12,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,69.94,-344.6,456.31,307.18,666.79,666.79
1612,5,11,12,56,62,64.11,36,16,265.52,20.32,326.73,-2.4,-22.15,34.84,-57,56.16,228.79,-114.21,-666.55,720.6,296.68,354.14,354.14
1612,6,2,12,31,829,60.61,37,1,95.86,11.34,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,260.34,307,-177.27,70.39,177.43,177.43
1612,6,2,12,31,66,37.32,38,1,71.29,12.78,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,196.87,204.47,-96.3,78.9,287.49,287.49
1612,6,2,12,31,255,39.6,39,1,71.41,18.96,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,220.56,198.86,-66.69,116.4,278.55,278.55
1612,6,2,12,31,176,19.75,40,17,40.23,19.5,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,105.24,26.04,62.06,119.37,340.23,340.23
1612,6,2,12,31,122,18.33,41,17,33.46,18.4,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,73.02,-14.26,87.15,112.79,343.16,343.16
1612,6,2,12,31,60,22.43,42,18,30.93,22.14,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,79.48,-28.66,112.77,134.95,334.14,334.14
1612,6,2,12,31,152,24.43,43,18,27.34,23.21,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,70.15,-49.14,132.05,141.22,329.13,329.13
1612,6,2,12,31,335,68.59,44,19,328.54,19.46,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,-125.85,-314.46,312.13,119.92,131.97,131.97
1612,6,2,12,31,221,77.48,45,20,112.98,-12.26,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,177.63,344.39,-304.95,-77.06,78.35,78.35
1612,6,2,12,31,423,70.47,46,20,105.76,-12.64,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,166.88,331.28,-297.03,-79.56,120.86,120.86
1612,6,2,12,31,82,62.28,47,21,96.22,-19.34,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,113.31,296.5,-299.27,-120.37,168.16,168.16
1612,6,2,12,31,101,53.56,48,21,87.19,-17.7,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,101.66,268.94,-272.48,-110.7,214.71,214.71
1612,6,2,12,31,34,25.12,49,22,13.4,-11.35,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,-145.1,-135.32,50.01,-72.41,327.3,327.3
1612,6,2,12,31,65,27.56,50,22,9.88,-9.35,35.84,0.22,-14.87,32.29,-47.17,63.13,223.21,-150.12,-156.15,73.76,-59.95,320.48,320.48
1612,6,3,12,21,345,70.13,37,1,92.53,10.8,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,286.66,332.85,-181.93,66.93,122.69,122.69
1612,6,3,12,21,169,44.81,39,1,64.93,17.1,22.7,0.34,-14.48,239.83,231.89,-84.85,104.63,256.13,256.13,,,,
1612,6,3,12,21,60,21.61,40,17,36.57,17.09,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,131.76,82.69,18,104.14,335.62,335.62
1612,6,3,12,21,51,16.11,41,17,28.46,15.41,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,90.18,34.9,43.68,93.92,346.82,346.82
1612,6,3,12,21,39,20.36,42,18,26.38,20.37,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,101.27,21.74,74.29,123.7,338.45,338.45
1612,6,3,12,21,46,20.76,43,18,23.56,21.08,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,92.11,5.06,88.83,127.87,337.56,337.56
1612,6,3,12,21,532,66.78,44,19,317.25,19.23,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,-142.19,-310.04,299.75,118.09,142.31,142.31
1612,6,3,12,21,420,74.67,53,19,308.94,20.24,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,-148.83,-325.2,314.74,124.32,95.46,95.46
1612,6,3,12,21,118,58.53,48,21,79.28,-17.99,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,129.03,286.56,-279.55,-112.61,188.48,188.48
1612,6,3,12,21,118,19.41,49,16,10,-14.45,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,-119.2,-76.86,-13.32,-92.08,340.49,340.49
1612,6,3,12,21,25,20.43,50,16,7.28,-13.21,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,-125.94,-93.47,3.65,-84.49,338.3,338.3
1612,6,3,12,21,90,24.43,51,23,4.21,16.6,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,-9.2,-109.72,149,101.23,328.69,328.69
1612,6,3,12,21,50,29.09,52,23,359.5,18.43,22.7,0.34,-14.48,29.29,-43.77,64.44,218.78,-19.74,-134.9,174.41,112.29,315.46,315.46
1612,6,5,11,49,435,70.19,39,1,66.13,15.18,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,329.22,327.47,-87.2,93.54,122.7,122.7
1612,6,5,11,49,201,44.34,40,17,38.42,16.86,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,251.16,231.35,-30.41,102.4,258.92,258.92
1612,6,5,11,49,39,34.51,43,18,25.99,19.5,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,204.54,167.87,15.36,117.86,298.28,298.28
1612,6,5,11,49,174,40.57,44,19,318.88,17.13,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,-128.38,-211.29,197.35,103.86,274.98,274.98
1612,6,5,11,49,82,49.3,53,19,309.83,18.92,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,-155.25,-249.2,226.32,115.01,236.05,236.05
1612,6,5,11,49,112,53.74,54,19,304.78,18.18,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,-175.31,-270.05,233.39,110.82,214.1,214.1
1612,6,5,11,49,155,17.89,51,23,9.26,13.26,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,107.47,77.69,28.61,79.57,344.49,344.49
1612,6,5,11,49,427,15.52,52,23,359.43,15.83,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,63.94,17.7,72.77,95.23,348.8,348.8
1612,6,5,11,49,80,15.88,56,23,5.63,13.65,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,89.75,55.67,41.91,81.94,348.18,348.18
1612,6,5,11,49,501,66.29,55,24,290.68,12.2,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,-238.95,-322.83,229.69,75.06,145.56,145.56
1612,6,5,11,49,400,74.93,57,25,283.41,-24.6,356.52,0.57,-13.69,17.09,-30.78,67.62,202.06,-348.18,-314.95,30.89,-151.63,94.11,94.11
1612,6,6,11,46,82,59.18,40,17,40.75,19.14,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,308.11,287.84,-38,116.29,185.22,185.22
1612,6,6,11,46,44,49.79,41,17,30.99,17.55,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,274.36,254.84,-30.82,106.19,233.37,233.37
1612,6,6,11,46,40,50.33,43,18,30.28,21.72,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,278.21,245.49,-4.61,130.98,230.78,230.78
1612,6,6,11,46,361,32.33,44,19,316.25,19.2,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-79.91,-155.31,176.07,115.17,305.45,305.45
1612,6,6,11,46,164,40.4,53,19,307.48,20.92,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-111.83,-197.68,205.87,125.74,275.31,275.31
1612,6,6,11,46,164,42.46,54,19,304.27,19.12,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-132.2,-215.14,205.14,115.21,266.69,266.69
1612,6,6,11,46,353,31.39,51,23,10.09,17.8,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,187.4,155.06,18.12,106.79,308.6,308.6
1612,6,6,11,46,543,23.79,52,23,358.01,19.64,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,132.56,86.39,60.82,117.5,330.77,330.77
1612,6,6,11,46,197,27.39,56,23,4.9202,18,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,163.04,126.63,32.81,107.81,320.98,320.98
1612,6,6,11,46,393,53.44,55,24,290.63,11.83,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-211.35,-281.41,199.09,71.51,215.36,215.36
1612,6,6,11,46,141,58.73,59,24,285.4,13.6,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-220.13,-297.69,216.82,82.75,187.66,187.66
1612,6,6,11,46,727,60.16,57,25,285.83,-21,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-312.75,-284.58,22.93,-131.72,179.85,179.85
1612,6,6,11,46,177,22.76,58,26,322.26,9.6,343.31,0.69,-13.28,15.75,-29.03,67.92,200.29,-84.66,-128.04,111.32,56.25,333.35,333.35
1612,6,7,11,58,227,68.65,40,17,37.1,22.64,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,332.31,307.84,-57.01,137.52,131.77,131.77
1612,6,7,11,58,47,61.9,41,17,30.26,19.78,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,312.66,295.89,-64.86,120.06,170.53,170.53
1612,6,7,11,58,68,60.77,43,18,28.76,21.15,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,311.23,288.75,-54.18,128.14,176.77,176.77
1612,6,7,11,58,390,44.47,51,23,11.67,18.21,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,251,228.78,-36.34,109.45,258.31,258.31
1612,6,7,11,58,479,34.44,52,23,359.68,19.21,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,204.72,169.46,1.17,114.88,298.55,298.55
1612,6,7,11,58,273,22.66,44,19,319.55,21.07,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,19.05,-61.06,138.18,125.42,334.05,334.05
