Year,Month,Day,Hour,Minute,Area,R,Sp,G,Longitude,Latitude,L0,B0,P,q,Rot,Atl,Azm,x_sp,x_rot,y_sp,y_rot,z_sp,z_rot
1612,6,28,12,37,767,36.08,100,50,18.84,19.94,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,-81.77,-183.53,195.91,106.7,291.36,291.36
1612,6,28,12,37,605,37.88,101,50,14.97,14.6,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,-120.7,-208.29,185.56,74.93,284.54,284.54
1612,6,28,12,37,713,46.76,105,54,6.36,-9.03,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,-244.23,-252.95,96.56,-70.63,246.96,246.96
1612,6,28,12,37,919,53.94,111,54,358.88,-8.78,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,-266.51,-283.61,117.91,-67.08,212.2,212.2
1612,6,28,12,37,421,47.51,106,55,4.1,7.86,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,-188.38,-263.43,187.56,35.64,243.5,243.5
1612,6,28,12,37,539,53.58,107,55,358,8.81,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,-202.43,-286.83,207.76,43.23,214.05,214.05
1612,6,28,12,37,276,15.02,113,58,49.64,18.12,51.63,3.23,-3.52,33.65,-37.17,63.89,224.81,46.51,-11.91,81.04,92.68,348.18,348.18
1612,6,29,12,40,866,54.11,95,47,92.36,12,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,264.98,285.64,-123.8,62.83,211.62,211.62
1612,6,29,12,40,1413,42.66,96,47,80.31,13.58,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,228.43,234.55,-87.49,69.44,265.49,265.49
1612,6,29,12,40,245,25.6,98,49,44.73,-21.49,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-62.52,37.26,-142.91,-151.47,325.56,325.56
1612,6,29,12,40,309,22.76,99,50,25.05,22.07,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,9.65,-77.04,139.3,116.46,332.9,332.9
1612,6,29,12,40,679,26.64,100,50,17.66,20.76,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-28.24,-119.33,159.39,109.37,322.67,322.67
1612,6,29,12,40,461,23.97,101,50,16.55,13.85,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-62.51,-130.28,132.65,67.31,329.88,329.88
1612,6,29,12,40,233,33.72,105,54,6.98,-9.25,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-193.35,-185.58,52.77,-75.67,300.26,300.26
1612,6,29,12,40,457,40.43,111,54,359.96,-9.76,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-222.47,-221,72.99,-77.32,274.77,274.77
1612,6,29,12,40,227,35.28,106,55,3.41,9.69,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-135.3,-203.89,158.66,43.69,294.69,294.69
1612,6,29,12,40,279,41.72,107,55,356.74,8.68,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,-164.56,-237.06,175.01,38.89,269.47,269.47
1612,6,29,12,40,347,22.57,113,58,51.42,22.02,38.37,3.34,-3.05,34.39,-37.45,63.49,225.95,130.61,75.57,46.25,116.14,333.35,333.35
1612,7,1,13,23,678,77.4,96,47,89.37,12.02,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,291.9,345.19,-197.27,70.44,78.74,78.74
1612,7,1,13,23,306,40.45,98,49,45.06,-19.89,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,31.28,187.67,-232.09,-140.09,274.73,274.73
1612,7,1,13,23,302,21.39,99,50,21.94,22.4,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,125.85,60.47,38.64,116.93,336.14,336.14
1612,7,1,13,23,731,17.38,100,50,16.53,20.23,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,94.83,29.7,51.32,103.65,344.52,344.52
1612,7,1,13,23,532,12.17,101,50,13.68,15.53,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,62.79,13.23,43,74.94,352.89,352.89
1612,7,1,13,23,616,12.18,105,54,6.32,-7.47,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,-71.87,-32.32,-25.17,-68.95,352.88,352.88
1612,7,1,13,23,419,16.57,111,54,0.76,-9.1,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,-102.68,-66.43,-7.61,-78.67,346.01,346.01
1612,7,1,13,23,344,9.6,106,55,3.74,9.28,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,-7.83,-48.13,59.71,36.2,355.94,355.94
1612,7,1,13,23,233,17.66,107,55,354.71,9.35,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,-45.31,-102.91,99.68,37.4,343.99,343.99
1612,7,1,13,23,383,38.3,113,58,45.32,23.58,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,219.66,184.12,-42.55,127.12,283.3,283.3
1612,7,1,13,23,95,41.96,114,59,331.25,18.01,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,-87.26,-221.81,225.03,95.15,268.46,268.46
1612,7,1,13,23,597,76.26,115,60,294.83,10.37,11.5,3.55,-2.11,43.47,-45.58,57.18,241.19,-199.1,-345.53,288.67,59.81,85.74,85.74
1612,7,2,13,20,166,51.68,98,49,44.98,-20.27,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,77.77,246.39,-272.32,-139.64,223.86,223.86
1612,7,2,13,20,64,30.71,99,50,24.49,20.79,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,182.35,149,-27.08,108.54,310.38,310.38
1612,7,2,13,20,33,26.01,100,50,18.15,21.09,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,158.31,114.43,-2.21,109.42,324.43,324.43
1612,7,2,13,20,376,18.9,101,50,14.15,14.29,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,115.42,95.56,-18.91,67.44,341.53,341.53
1612,7,2,13,20,36,34.62,116,50,26.92,24.61,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,204.43,157.24,-16.37,131.66,297.09,297.09
1612,7,2,13,20,156,13.51,105,54,6.29,-7.25,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,-12.22,49.8,-83.46,-68.08,351.01,351.01
1612,7,2,13,20,201,12.47,111,54,1.3,-8.44,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,-39.67,18.74,-67.07,-75.64,352.49,352.49
1612,7,2,13,20,38,8.06,106,55,2.75,10.4,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,49.44,27.58,10.94,42.47,357.43,357.43
1612,7,2,13,20,155,5.52,107,55,356.33,8.82,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,14.11,-12.2,31.74,32.52,359.33,359.33
1612,7,2,13,20,322,51.1,113,58,47.57,21.86,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,265.32,253.93,-92.35,120.18,226.71,226.71
1612,7,2,13,20,319,64.54,115,60,293.55,11.79,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,-183,-319.6,269.72,64.01,155.17,155.17
1612,7,2,13,20,1171,77.46,117,61,282.54,-16.64,358.29,3.66,-1.65,42.87,-44.52,57.63,240.11,-315.17,-335.25,157.64,-108.57,78.36,78.36
1612,7,3,15,34,58,40.94,99,50,23.59,16.01,343.83,3.77,-1.14,51.65,-52.79,34.34,270,199.08,221.63,-127.11,81.69,272.34,272.34
1612,7,3,15,34,14,37.26,100,50,19.91,14.99,343.83,3.77,-1.14,51.65,-52.79,34.34,270,183.41,205.1,-118.27,74.55,286.94,286.94
1612,7,3,15,34,348,35.13,101,50,18.47,11.35,343.83,3.77,-1.14,51.65,-52.79,34.34,270,162.65,200.93,-128.79,51.66,294.82,294.82
1612,7,3,15,34,59,37.94,118,50,19.96,17.42,343.83,3.77,-1.14,51.65,-52.79,34.34,270,193.86,202.81,-107.45,89.42,284.31,284.31
1612,7,3,15,34,307,27.56,105,54,7.91,-9.79,343.83,3.77,-1.14,51.65,-52.79,34.34,270,21.95,144.97,-165.36,-82.52,319.59,319.59
1612,7,3,15,34,19,23.72,111,54,3.36,-9.79,343.83,3.77,-1.14,51.65,-52.79,34.34,270,5.58,118.77,-144.89,-83.17,330.05,330.05
1612,7,3,15,34,101,21.8,106,55,5.54,6.5,343.83,3.77,-1.14,51.65,-52.79,34.34,270,95.17,132.53,-94.15,18.87,334.72,334.72
1612,7,3,15,34,218,13.31,107,55,356.88,6.65,343.83,3.77,-1.14,51.65,-52.79,34.34,270,63.83,80.87,-53.07,18.74,350.81,350.81
1612,7,3,15,34,381,46.92,115,60,296.98,10.58,343.83,3.77,-1.14,51.65,-52.79,34.34,270,-116.43,-258.51,236.18,50.09,246.22,246.22
1612,7,3,15,34,401,63.4,117,61,282.54,-14.46,343.83,3.77,-1.14,51.65,-52.79,34.34,270,-265.45,-306.16,182.87,-100.83,161.42,161.42
1612,7,3,15,34,328,68.6,119,62,275.41,22.14,343.83,3.77,-1.14,51.65,-52.79,34.34,270,-86.24,-310.5,324.38,127.48,131.52,131.52
1612,7,3,15,34,267,19.65,120,63,351.72,-14.25,343.83,3.77,-1.14,51.65,-52.79,34.34,270,-59.65,47.97,-105.53,-111.32,339.51,339.51
1612,7,3,15,34,53,23.65,121,64,328.88,-14.66,343.83,3.77,-1.14,51.65,-52.79,34.34,270,-144.57,-89.97,3.2,-113.2,330.23,330.23
1612,7,3,15,34,49,30.19,122,64,322.25,-17.64,343.83,3.77,-1.14,51.65,-52.79,34.34,270,-179.95,-126.35,22.01,-130,311.6,311.6
1612,7,4,13,46,77,57.09,99,50,27.91,19.84,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,272.8,282.58,-132.06,109.57,196.12,196.12
1612,7,4,13,46,596,47.19,101,50,18.01,16.07,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,232.47,251.3,-126.88,83.59,245.32,245.32
1612,7,4,13,46,211,54.98,118,50,25.12,22.39,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,273.59,268.44,-111.99,123.83,207.19,207.19
1612,7,4,13,46,324,39.56,105,54,9.48,-7.79,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,100.12,219.67,-206.95,-67.82,278.33,278.33
1612,7,4,13,46,113,33.64,111,54,3.03,-8.3,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,73.97,186.35,-185.78,-72.53,300.56,300.56
1612,7,4,13,46,70,36.65,106,55,8.08,9.47,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,173.58,211.76,-127.71,39.94,289.62,289.62
1612,7,4,13,46,263,25.63,107,55,356.94,8.55,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,127.46,152.87,-90.19,31.77,325.49,325.49
1612,7,4,13,46,250,34.39,115,60,297.8,11.97,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,-93.67,-196.37,181.13,54.94,297.89,297.89
1612,7,4,13,46,665,50.89,117,61,283.97,-15.31,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,-256.48,-257.21,112.58,-110.91,227.74,227.74
1612,7,4,13,46,456,57.29,119,62,275.68,23.26,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,-92.32,-274.66,289.39,129.73,195.07,195.07
1612,7,4,13,46,101,48.27,123,62,286.62,25.64,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,-54.12,-229.99,263.92,140.32,240.29,240.29
1612,7,4,13,46,48,27.66,120,63,355.41,-10.36,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,34.35,143.42,-164.02,-86.68,319.75,319.75
1612,7,4,13,46,127,15.92,121,64,330.85,-12.04,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,-75.44,-4.51,-64.13,-98.91,347.16,347.16
1612,7,4,13,46,68,18.69,122,64,324.52,-13.46,331.59,3.87,-0.71,46.32,-47.02,53.36,247.31,-107.96,-43.17,-41.59,-107.34,341.96,341.96
1612,7,5,15,35,255,55.23,101,50,12.68,10.82,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,222.6,291.64,-195.9,53.61,205.89,205.89
1612,7,5,15,35,71,56.45,118,50,13.2,18.67,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,255.29,283.03,-159.18,102,199.53,199.53
1612,7,5,15,35,291,48.67,105,54,3.44,-12.52,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,82.52,253.89,-258.21,-94.99,238.41,238.41
1612,7,5,15,35,175,41.51,111,54,355.9,-11.97,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,62.51,220.11,-230.97,-93.84,270.31,270.31
1612,7,5,15,35,68,44.34,106,55,1.82,6.06,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,171.56,251.49,-184.99,20.27,258.2,258.2
1612,7,5,15,35,338,34.09,107,55,351.52,5.56,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,136.12,201.83,-149.7,14.27,298.97,298.97
1612,7,5,15,35,229,26.93,115,60,291.47,12.39,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-51.79,-153.87,155.09,55.31,321.85,321.85
1612,7,5,15,35,1535,42.63,117,61,278.32,-13.88,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-219.27,-220.68,108.18,-105.28,265.59,265.59
1612,7,5,15,35,537,49.81,119,62,270.66,26.01,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-34.21,-236.1,273.63,142.48,232.98,232.98
1612,7,5,15,35,360,35.58,120,63,347.64,-15.15,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,18.45,175.77,-209.23,-115,293.6,293.6
1612,7,5,15,35,205,19.3,121,64,322.4,-14.66,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-71.49,30.76,-95.49,-115.25,340.72,340.72
1612,7,5,15,35,90,21.17,122,64,314.36,-16.99,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-112.55,-18,-65.76,-129.1,336.64,336.64
1612,7,5,15,35,111,44.32,124,65,275.16,20.85,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-53.13,-226.55,246.56,110.86,258.28,258.28
1612,7,5,15,35,190,58.38,125,66,261.62,29.16,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,-33.09,-260.52,305.61,163.15,189.29,189.29
1612,7,5,15,35,27,17.23,216,67,329.02,16.84,317.35,3.97,-0.21,51.56,-51.76,34.11,269.94,106.8,69.88,-4.82,80.9,344.81,344.81
1612,7,6,13,20,277,66.28,101,50,11.87,15.28,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,293.86,319.38,-151.28,85.07,145.19,145.19
1612,7,6,13,20,256,68.33,118,50,13.72,20.5,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,311.72,314.32,-124.02,117.27,133.32,133.32
1612,7,6,13,20,225,62.64,105,54,7.11,-7.16,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,195.71,315.53,-253.96,-56.92,165.9,165.9
1612,7,6,13,20,158,57.57,111,54,1.61,-9.02,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,172.45,296.45,-251.22,-70.5,193.57,193.57
1612,7,6,13,20,117,56.82,106,55,2.38,9.42,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,251.81,298.76,-167,45.2,197.54,197.54
1612,7,6,13,20,285,49.82,107,55,355.29,9.11,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,229.56,272.78,-152.87,40.74,232.93,232.93
1612,7,6,13,20,258,11.97,115,60,295.37,10.81,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-16.89,-61.49,72.97,42.76,353.14,353.14
1612,7,6,13,20,1661,30.54,117,61,283.03,-17.07,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-183.31,-131.11,-7.13,-128.31,310.91,310.91
1612,7,6,13,20,458,34.45,119,62,273.83,19.65,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-64.32,-177.77,193.84,100.53,297.68,297.68
1612,7,6,13,20,426,49.83,120,63,352.49,-13.04,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,125.14,257.75,-245.81,-98.24,232.89,232.89
1612,7,6,13,20,582,30,121,64,330.88,-11.94,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,47.63,152.17,-174.12,-97.12,312.62,312.62
1612,7,6,13,20,436,27.5,122,64,326.19,-14.08,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,17.94,124.51,-165.7,-110.8,320.22,320.22
1612,7,6,13,20,92,43.93,125,66,265.21,25.18,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-65.21,-210.63,241.81,135.5,259.99,259.99
1612,7,6,13,20,53,22.77,127,68,288.18,19.49,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-9.36,-100.51,139.42,97.08,332.86,332.86
1612,7,6,13,20,140,28.1,128,68,282.68,21.54,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-21.97,-129.44,168.6,110.25,318.45,318.45
1612,7,6,13,20,356,79.16,129,69,227.36,-12.09,305.36,4.07,0.21,42.37,-42.15,57.48,239.43,-310.06,-345.28,171.98,-80.6,67.88,67.88
1612,7,7,14,42,543,67.37,107,55,358.97,4.77,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,230.35,332.16,-240.14,19.92,138.69,138.69
1612,7,7,14,42,443,5.15,115,60,292.59,9.17,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,28.86,7.59,14.58,31.43,359.05,359.05
1612,7,7,14,42,2334,26.14,117,61,277.33,-18,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,-156.97,-83.18,-24.29,-135.32,323.62,323.62
1612,7,7,14,42,898,26.08,119,62,269.72,19.48,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,-7.42,-125.41,158.31,96.9,323.8,323.8
1612,7,7,14,42,770,43.97,121,64,330.87,-16.01,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,52.44,220.42,-244.74,-118.6,259.44,259.44
1612,7,7,14,42,725,39.8,122,64,325.14,-17.61,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,25.04,190.99,-229.41,-129.54,276.96,276.96
1612,7,7,14,42,84,35.6,125,66,261.03,24.58,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,-9.03,-165.59,209.69,128.96,293.1,293.1
1612,7,7,14,42,36,18.17,127,68,282.25,20.02,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,40.45,-53.71,104.9,98.77,342.52,342.52
1612,7,7,14,42,308,73.91,129,69,220.39,-21.08,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,-310.6,-318.01,153.31,-137.3,99.9,99.9
1612,7,7,14,42,372,78.79,130,69,214.82,-19.5,291.37,4.17,0.7,50.33,-49.62,43.56,259.8,-309.92,-330.5,170.3,-125.78,70.07,70.07
1612,7,8,15,38,432,77.32,107,55,355.23,4.83,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,244.1,351.82,-254.56,24.62,79.38,79.38
1612,7,8,15,38,374,14.74,115,60,291.96,8.03,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,75.55,88.64,-52.43,24.5,349.61,349.61
1612,7,8,15,38,1905,21.84,117,61,277.57,-17.57,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,-103.53,-0.31,-85.84,-134.49,335.55,335.55
1612,7,8,15,38,383,17.45,119,62,271.06,20.51,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,53.02,-38.69,94.52,101.24,344.87,344.87
1612,7,8,15,38,367,58.54,121,64,333.52,-14.7,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,103.83,289.54,-290.35,-106.05,188.68,188.68
1612,7,8,15,38,352,49.13,122,64,322.35,-17.29,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,59.12,242.91,-266.91,-125.41,236.54,236.54
1612,7,8,15,38,140,26.7,125,66,258.43,23.5,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,22.75,-109,160.81,120.4,322.96,322.96
1612,7,8,15,38,75,16.16,127,68,280.18,20.24,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,86.1,15.13,52.04,99.46,347.22,347.22
1612,7,8,15,38,425,57.66,129,69,225.28,-22.4,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,-286.58,-264.58,105.63,-152.58,193.38,193.38
1612,7,8,15,38,384,62.76,130,69,218.1,-18.05,277.62,4.27,1.18,51.39,-50.21,33.46,270.07,-285.41,-296.21,147.77,-124.71,165.49,165.49
1612,8,19,15,14,273,58.51,131,70,141.63,10.7,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,430.45,452.3,-153.63,65.65,280.02,280.02
1612,8,19,15,14,396,52.43,132,71,135.22,5.65,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,381.3,424.67,-187.4,12.81,326.78,326.78
1612,8,19,15,14,338,24.4,133,72,105.39,16.7,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,221.22,200.08,-9.79,94.87,488.12,488.12
1612,8,19,15,14,251,25.02,134,72,100.14,25.51,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,210.66,146.98,83.75,172.59,485.7,485.7
1612,8,19,15,14,2203,4.11,135,73,82.82,11.14,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,20.94,3.43,32.21,38.26,534.62,534.62
1612,8,19,15,14,653,26.43,136,74,56.7,14.85,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,-161.92,-225.11,175.25,79.11,479.96,479.96
1612,8,19,15,14,81,50.53,137,75,33.66,27.77,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,-217.29,-356.81,352.13,209.51,340.72,340.72
1612,8,19,15,14,304,56.28,138,76,132.95,-19.31,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,244.16,390.32,-373,-215.39,297.58,297.58
1612,8,19,15,14,170,45.77,139,77,121.43,-17.72,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,185.3,321.17,-336.39,-210.58,373.9,373.9
1612,8,19,15,14,63,38.48,140,78,110.61,-19.65,82.45,7.05,18.26,46.16,-27.9,31.04,257.1,101.27,238.2,-317.78,-233.45,419.59,419.59
1612,8,20,13,33,214,71.79,131,70,143.03,12.91,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,505.56,498.8,-56.34,99.84,167.31,167.31
1612,8,20,13,33,211,67.12,132,71,137.78,6.08,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,478.65,492.39,-119.65,31.35,208.17,208.17
1612,8,20,13,33,257,37.64,133,72,107.02,18.59,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,326.34,304.46,21.31,119.4,424.04,424.04
1612,8,20,13,33,212,34.72,134,72,100.23,26.81,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,285.51,239.48,107.17,188.82,440.18,440.18
1612,8,20,13,33,153,36.66,141,72,104.39,23.33,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,312.26,276.62,68.82,160.39,429.55,429.55
1612,8,20,13,33,2293,11.81,135,73,81.01,12.09,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,108.49,98.58,15.77,47.97,524.16,524.16
1612,8,20,13,33,385,16.45,136,74,55.83,15.64,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,-96.78,-127.65,116.69,81.79,513.59,513.59
1612,8,20,13,33,153,43.48,137,75,31.02,30.5,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,-208.97,-291.26,303.47,225.68,388.58,388.58
1612,8,20,13,33,191,70.6,138,76,136.65,-19.48,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,379.71,462.93,-333.09,-202.05,177.86,177.86
1612,8,20,13,33,81,59.61,139,77,124.77,-18.49,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,332.29,414.03,-320.83,-204.77,270.94,270.94
1612,8,20,13,33,100,50.65,140,78,114.08,-19.29,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,267.09,350.57,-316.45,-220.39,339.54,339.54
1612,8,20,13,33,526,62.76,142,79,6.54,16.96,70.16,7.07,18.56,36.24,-17.68,47.22,233.11,-398.63,-458.87,260.38,127.03,245.07,245.07
1612,8,21,16,27,236,48.45,133,72,103.86,18.17,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,394.62,381.81,-74.07,124.24,355.84,355.84
1612,8,21,16,27,93,44.78,134,72,97.91,26.39,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,377.68,325,13.39,192.87,380.8,380.8
1612,8,21,16,27,1560,22.46,135,73,77.58,12.09,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,198.78,198.38,-49.95,51.49,495.81,495.81
1612,8,21,16,27,86,9.01,136,74,51.72,15.38,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,8.35,-32.79,83.64,77.4,529.87,529.87
1612,8,21,16,27,24,32.39,137,75,28.57,27.19,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,-97.3,-215.04,270.38,190.6,453.06,453.06
1612,8,21,16,27,111,68.89,139,77,120.23,-18.53,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,310.2,460.55,-392.77,-195.91,193.24,193.24
1612,8,21,16,27,93,61.86,140,78,110.9,-22.46,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,244.59,408.82,-404.95,-238.06,253.04,253.04
1612,8,21,16,27,655,52.75,142,79,2.09,14.97,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,-316.91,-415.37,286.28,99.25,324.73,324.73
1612,8,21,16,27,233,31.83,143,80,23.46,12.22,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,-215.45,-277.03,183.46,57.67,455.81,455.81
1612,8,21,16,27,112,72.44,144,81,344.89,-11.14,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,-495.07,-496.09,128.56,-124.59,161.88,161.88
1612,8,21,16,27,271,74.12,145,82,344.18,-16.01,55.36,7.1,18.91,47.57,-28.66,17.42,269.98,-508.62,-488.11,87.15,-167.43,146.79,146.79
